NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
CHRM4	1	CHRM4	
TUSC2	1	TUSC2	
CHRM5	1	CHRM5	
TUSC1	1	TUSC1	
GYG2	1	GYG2	
GYG1	1	GYG1	
TECTA	1	TECTA	
IGFBP1	1	IGFBP1	
SEMA6B	1	SEMA6B	
TECTB	1	TECTB	
TPD52	1	TPD52	
ANKRD36C	1	ANKRD36C	
BIVM	1	BIVM	
SEMA6C	1	SEMA6C	
SEMA6A	1	SEMA6A	
IGFBP5	1	IGFBP5	
IGFBP4	1	IGFBP4	
IGFBP3	1	IGFBP3	
SEMA6D	1	SEMA6D	
IGFBP2	1	IGFBP2	
FNBP1P1	1	FNBP1P1	
MITF	1	MITF	
GTF2F1	1	GTF2F1	
GTF2F2	1	GTF2F2	
YWHABP2	1	YWHABP2	
TTPAL	1	TTPAL	
ANKRD36B	1	ANKRD36B	
SEMA7A	1	SEMA7A	
OR2A9P	1	OR2A9P	
ITPR1	1	ITPR1	
RHOBTB3	1	RHOBTB3	
ITPR2	1	ITPR2	
ITPR3	1	ITPR3	
RASAL2	1	RASAL2	
RASAL3	1	RASAL3	
GTF2E1	1	GTF2E1	
GTF2E2	1	GTF2E2	
RHOBTB1	1	RHOBTB1	
RHOBTB2	1	RHOBTB2	
PSAP	1	PSAP	
IGFBP7	1	IGFBP7	
IGFBP6	1	IGFBP6	
ANKRD34A	1	ANKRD34A	
ATP8B4	1	ATP8B4	
SLC37A2	1	SLC37A2	
ATP8B3	1	ATP8B3	
SLC37A1	1	SLC37A1	
ATP8B2	1	ATP8B2	
ATP8B1	1	ATP8B1	
WFS1	1	WFS1	
NSFL1C	1	NSFL1C	
GON4L	1	GON4L	
SCCPDH	1	SCCPDH	
ESAM	1	ESAM	
RAD9B	1	RAD9B	
RAD9A	1	RAD9A	
LMBR1L	1	LMBR1L	
ANKRD33B	1	ANKRD33B	
PSCA	1	PSCA	
RNPEPL1	1	RNPEPL1	
SYCP2	1	SYCP2	
GADL1	1	GADL1	
DNALI1	1	DNALI1	
OPA1	1	OPA1	
PSD2	1	PSD2	
OPA3	1	OPA3	
PSD4	1	PSD4	
PSD3	1	PSD3	
HYDIN	1	HYDIN	
SLC37A4	1	SLC37A4	
SLC37A3	1	SLC37A3	
VDAC1P8	1	VDAC1P8	
SH3D19	1	SH3D19	
ALMS1P1	1	ALMS1P1	
PLPBP	1	PLPBP	
RTN4RL2	1	RTN4RL2	
NIPSNAP1	1	NIPSNAP1	
NIPSNAP2	1	NIPSNAP2	
PTP4A1	1	PTP4A1	
PTP4A2	1	PTP4A2	
PTP4A3	1	PTP4A3	
RTN4RL1	1	RTN4RL1	
RPL37A	1	RPL37A	
GTF2A1	1	GTF2A1	
SLC24A1	1	SLC24A1	
GTF2A2	1	GTF2A2	
SLC24A4	1	SLC24A4	
UNC93B2	1	UNC93B2	
H2AC10P	1	HIST1H2APS4	
SLC24A3	1	SLC24A3	
UNC93B3	1	UNC93B3	
SEMA3C	1	SEMA3C	
SFTPA2	1	SFTPA2	
SEMA3D	1	SEMA3D	
UNC93B1	1	UNC93B1	
SEMA3A	1	SEMA3A	
SEMA3B	1	SEMA3B	
RPL36A	1	RPL36A	
SEMA3G	1	SEMA3G	
SEMA3E	1	SEMA3E	
SEMA3F	1	SEMA3F	
DPCD	1	DPCD	
LAGE3	1	LAGE3	
JAKMIP3	1	JAKMIP3	
JAKMIP2	1	JAKMIP2	
AP3M2	1	AP3M2	
AP3M1	1	AP3M1	
EEF2KMT	1	EEF2KMT	
PLA2G12AP1	1	PLA2G12AP1	
SEMA4A	1	SEMA4A	
SEMA4D	1	SEMA4D	
CDC42BPG	1	CDC42BPG	
SEMA4B	1	SEMA4B	
ADRM1	1	ADRM1	
SEMA4C	1	SEMA4C	
RPL35A	1	RPL35A	
SEMA4F	1	SEMA4F	
CDC42BPB	1	CDC42BPB	
CFLAR	1	CFLAR	
SEMA4G	1	SEMA4G	
CDC42BPA	1	CDC42BPA	
TPCN2	1	TPCN2	
TRIT1	1	TRIT1	
TPCN1	1	TPCN1	
RAD52	1	RAD52	
PTP4A2P1	1	PTP4A2P1	
RAD50	1	RAD50	
RAD51	1	RAD51	
SH3D21	1	SH3D21	
CROCC	1	CROCC	
ESF1	1	ESF1	
SYCP3	1	SYCP3	
SLC24A5	1	SLC24A5	
CMAS	1	CMAS	
SOGA3	1	SOGA3	
SOGA1	1	SOGA1	
ACTG1P2	1	ACTG1P2	
ACTG1P3	1	ACTG1P3	
ACTG1P1	1	ACTG1P1	
DPF1	1	DPF1	
DPF2	1	DPF2	
DPF3	1	DPF3	
OR2A42	1	OR2A42	
CYP2D8P	1	CYP2D8P	
PTGDS	1	PTGDS	
PTGDR	1	PTGDR	
TIPIN	1	TIPIN	
CMC4	1	CMC4	
SLC6A17	1	SLC6A17	
LMAN1L	1	LMAN1L	
SLC6A16	1	SLC6A16	
CMC2	1	CMC2	
SLC11A1	1	SLC11A1	
SLC6A15	1	SLC6A15	
CMC1	1	CMC1	
SLC11A2	1	SLC11A2	
BOLA1	1	BOLA1	
PSG1	1	PSG1	
SLC6A13	1	SLC6A13	
SLC6A12	1	SLC6A12	
ACTG1P4	1	ACTG1P4	
PSG3	1	PSG3	
CMBL	1	CMBL	
PSG2	1	PSG2	
GBGT1	1	GBGT1	
ACTG1P9	1	ACTG1P9	
PLPP7	1	PLPP7	
PSG9	1	PSG9	
PLPP6	1	PLPP6	
PSG8	1	PSG8	
PLPP5	1	PLPP5	
PLPP4	1	PLPP4	
PSG5	1	PSG5	
PSG4	1	PSG4	
BOLA3	1	BOLA3	
GRWD1	1	GRWD1	
PAPPA	1	PAPPA	
PSG7	1	PSG7	
BOLA2	1	BOLA2	
PSG6	1	PSG6	
WDPCP	1	WDPCP	
PLPP3	1	PLPP3	
PLPP2	1	PLPP2	
LLGL1	1	LLGL1	
PLPP1	1	PLPP1	
LLGL2	1	LLGL2	
PTGES	1	PTGES	
PTGFR	1	PTGFR	
GYPC	1	GYPC	
LMAN2L	1	LMAN2L	
GYPE	1	GYPE	
MGST3	1	MGST3	
MGST1	1	MGST1	
MGST2	1	MGST2	
NMD3	1	NMD3	
PTDSS2	1	PTDSS2	
PTDSS1	1	PTDSS1	
SGPL1	1	SGPL1	
DPH1	1	DPH1	
DPH2	1	DPH2	
DPH3	1	DPH3	
LCN10	1	LCN10	
DPH5	1	DPH5	
NAALAD2	1	NAALAD2	
DPH6	1	DPH6	
DPH7	1	DPH7	
NTSR1	1	NTSR1	
TVP23C-CDRT4	1	TVP23C-CDRT4	
RPL39L	1	RPL39L	
SRPK2	1	SRPK2	
SRPK3	1	SRPK3	
SIGLEC15	1	SIGLEC15	
MEMO1	1	MEMO1	
SERPINH1P1	1	SERPINH1P1	
SRPK1	1	SRPK1	
IMPDH1P8	1	IMPDH1P8	
GKAP1	1	GKAP1	
SESTD1	1	SESTD1	
IMPDH1P5	1	IMPDH1P5	
RYR1	1	RYR1	
DAZAP2	1	DAZAP2	
RYR2	1	RYR2	
DAZAP1	1	DAZAP1	
HILPDA	1	HILPDA	
RYR3	1	RYR3	
GYS1	1	GYS1	
ESM1	1	ESM1	
ZMYM1	1	ZMYM1	
ZMYM2	1	ZMYM2	
ZMYM3	1	ZMYM3	
ZMYM4	1	ZMYM4	
ZMYM5	1	ZMYM5	
ZMYM6	1	ZMYM6	
NME2	1	NME2	
NME3	1	NME3	
AP3B1	1	AP3B1	
NME4	1	NME4	
NME5	1	NME5	
AP3B2	1	AP3B2	
NME1	1	NME1	
RAD51B	1	RAD51B	
CEACAM1	1	CEACAM1	
RAD51D	1	RAD51D	
RAD51C	1	RAD51C	
NME6	1	NME6	
NRN1L	1	NRN1L	
NME7	1	NME7	
NME9	1	NME9	
FIBIN	1	FIBIN	
DNASE1L2	1	DNASE1L2	
DNASE1L1	1	DNASE1L1	
PAPLN	1	PAPLN	
UQCR11	1	UQCR11	
UQCR10	1	UQCR10	
RAD54B	1	RAD54B	
ANKMY2	1	ANKMY2	
ATP5F1A	1	ATP5F1A	
ATP5F1B	1	ATP5F1B	
FKBP4P1	1	FKBP4P1	
RAD54L	1	RAD54L	
JHY	1	JHY	
LCMT2	1	LCMT2	
LY6G6C	1	LY6G6C	
LCMT1	1	LCMT1	
ANKMY1	1	ANKMY1	
SUZ12	1	SUZ12	
C1GALT1	1	C1GALT1	
AP3D1	1	AP3D1	
ERBIN	1	ERBIN	
PRSS30P	1	PRSS30P	
ATP5F1C	1	ATP5F1C	
ATP5F1D	1	ATP5F1D	
ATP5F1E	1	ATP5F1E	
RAB3GAP2	1	RAB3GAP2	
LY6G5B	1	LY6G5B	
LY6G5C	1	LY6G5C	
ZNF354A	1	ZNF354A	
RAB3GAP1	1	RAB3GAP1	
ZNF354C	1	ZNF354C	
RAC1P2	1	RAC1P2	
ZNF354B	1	ZNF354B	
PRAG1	1	PRAG1	
ESPN	1	ESPN	
CMIP	1	CMIP	
SYDE2	1	SYDE2	
SYDE1	1	SYDE1	
KNTC1	1	KNTC1	
PSPH	1	PSPH	
MYH15	1	MYH15	
MYH16	1	MYH16	
KCTD1	1	KCTD1	
KCTD2	1	KCTD2	
KCTD3	1	KCTD3	
IPCEF1	1	IPCEF1	
KCTD4	1	KCTD4	
KCTD5	1	KCTD5	
KCTD6	1	KCTD6	
ZBTB45P1	1	ZBTB45P1	
KCTD7	1	KCTD7	
DPM1	1	DPM1	
DPM2	1	DPM2	
KCTD9	1	KCTD9	
DPM3	1	DPM3	
TIPRL	1	TIPRL	
TEDC1	1	TEDC1	
TEDC2	1	TEDC2	
ADRB1	1	ADRB1	
CSF2RB	1	CSF2RB	
ADRB2	1	ADRB2	
AGER	1	AGER	
CSF2RA	1	CSF2RA	
ESS2	1	ESS2	
ATE1-AS1	1	ATE1-AS1	
DPP3	1	DPP3	
PALM2AKAP2	1	PALM2-AKAP2	
DPP4	1	DPP4	
PDZD4	1	PDZD4	
DPP6	1	DPP6	
DPP7	1	DPP7	
PDZD2	1	PDZD2	
DPP8	1	DPP8	
DPP9	1	DPP9	
CASKIN2	1	CASKIN2	
CASKIN1	1	CASKIN1	
MYH13	1	MYH13	
MYH14	1	MYH14	
MYH11	1	MYH11	
MYH10	1	MYH10	
PDZD8	1	PDZD8	
PDZD7	1	PDZD7	
RSPH10B2	1	RSPH10B2	
SMAD2	1	SMAD2	
SMAD1	1	SMAD1	
SMAD4	1	SMAD4	
OPN3	1	OPN3	
SMAD3	1	SMAD3	
PSPN	1	PSPN	
IFT122	1	IFT122	
SMAD9	1	SMAD9	
SMAD6	1	SMAD6	
ESR1	1	ESR1	
SMAD5	1	SMAD5	
ESR2	1	ESR2	
SMAD7	1	SMAD7	
JMY	1	JMY	
SRPRA	1	SRPRA	
SRPRB	1	SRPRB	
RADIL	1	RADIL	
PRAC2	1	PRAC2	
IQCJ-SCHIP1	1	IQCJ-SCHIP1	
BDKRB2	1	BDKRB2	
BDKRB1	1	BDKRB1	
PKMP1	1	PKMP1	
TAS2R1	1	TAS2R1	
TAS2R3	1	TAS2R3	
TAS2R5	1	TAS2R5	
PKMP3	1	PKMP3	
PSTK	1	PSTK	
TAS2R4	1	TAS2R4	
PTGIR	1	PTGIR	
PTGIS	1	PTGIS	
RASA4B	1	RASA4B	
LMNTD1	1	LMNTD1	
LMNTD2	1	LMNTD2	
TRNAU1AP	1	TRNAU1AP	
UBE2CP2	1	UBE2CP2	
BZW1P2	1	BZW1P2	
UACA	1	UACA	
NCALD	1	NCALD	
POGLUT2P1	1	KDELC1P1	
ERBB3	1	ERBB3	
MLANA	1	MLANA	
ERBB2	1	ERBB2	
REPS2	1	REPS2	
S1PR1	1	S1PR1	
BPNT2	1	IMPAD1	
BPNT1	1	BPNT1	
NCAM1	1	NCAM1	
ROMO1	1	ROMO1	
S1PR3	1	S1PR3	
NCAM2	1	NCAM2	
S1PR2	1	S1PR2	
S1PR5	1	S1PR5	
S1PR4	1	S1PR4	
REPS1	1	REPS1	
RWDD1	1	RWDD1	
RWDD3	1	RWDD3	
RWDD4	1	RWDD4	
NEGR1	1	NEGR1	
LGI4	1	LGI4	
LGI3	1	LGI3	
PRAF2	1	PRAF2	
LGI2	1	LGI2	
NAP1L3	1	NAP1L3	
NAP1L2	1	NAP1L2	
NAP1L1	1	NAP1L1	
NAP1L5	1	NAP1L5	
SGPP1	1	SGPP1	
NAP1L4	1	NAP1L4	
FMNL3	1	FMNL3	
FMNL1	1	FMNL1	
FMNL2	1	FMNL2	
XPNPEP1	1	XPNPEP1	
XPNPEP2	1	XPNPEP2	
XPNPEP3	1	XPNPEP3	
ALOX5AP	1	ALOX5AP	
CENPS-CORT	1	CENPS-CORT	
ZPR1	1	ZPR1	
ITSN2	1	ITSN2	
JRK	1	JRK	
IFT172	1	IFT172	
ITSN1	1	ITSN1	
FAM110A	1	FAM110A	
ZC3H12D	1	ZC3H12D	
ZC3H12C	1	ZC3H12C	
FAM110D	1	FAM110D	
ZC3H12B	1	ZC3H12B	
FAM110B	1	FAM110B	
ZC3H12A	1	ZC3H12A	
SMCO3	1	SMCO3	
ANKFY1	1	ANKFY1	
CKMT1B	1	CKMT1B	
SMCO2	1	SMCO2	
SMCO4	1	SMCO4	
ALOX15P1	1	ALOX15P1	
HEMK1	1	HEMK1	
CXADR	1	CXADR	
SNRPCP16	1	SNRPCP16	
CH25H	1	CH25H	
ZC3H11B	1	ZC3H11B	
LRATD1	1	LRATD1	
MTHFD1	1	MTHFD1	
EWSR1	1	EWSR1	
LRATD2	1	LRATD2	
MTHFD2	1	MTHFD2	
SNRPCP19	1	SNRPCP19	
ZNF705EP	1	ZNF705E	
ZC3H11A	1	ZC3H11A	
JTB	1	JTB	
MPPE1	1	MPPE1	
OPTN	1	OPTN	
DUSP8P5	1	DUSP8P5	
MEPCE	1	MEPCE	
LYPD1	1	LYPD1	
LYPD3	1	LYPD3	
LYPD5	1	LYPD5	
LYPD6	1	LYPD6	
DEDD2	1	DEDD2	
AGMO	1	AGMO	
LTA4H	1	LTA4H	
HEXIM1	1	HEXIM1	
JAG2	1	JAG2	
HEXIM2	1	HEXIM2	
JUN	1	JUN	
JAG1	1	JAG1	
JUP	1	JUP	
EIF2AK1	1	EIF2AK1	
EIF2AK3	1	EIF2AK3	
EIF2AK2	1	EIF2AK2	
LNPEP	1	LNPEP	
EIF2AK4	1	EIF2AK4	
BLOC1S5-TXNDC5	1	BLOC1S5-TXNDC5	
FAM111B	1	FAM111B	
FAM111A	1	FAM111A	
AGO3	1	AGO3	
AGO4	1	AGO4	
AGO1	1	AGO1	
AGO2	1	AGO2	
RPS14P4	1	RPS14P4	
NMT1	1	NMT1	
NMT2	1	NMT2	
HLA-DRB1	1	HLA-DRB1	
PSME3IP1	1	FAM192A	
LGMN	1	LGMN	
DPYS	1	DPYS	
KDM8	1	KDM8	
TFCP2L1	1	TFCP2L1	
NHSL2	1	NHSL2	
NHSL1	1	NHSL1	
JAK2	1	JAK2	
JAK3	1	JAK3	
JAK1	1	JAK1	
CHST8	1	CHST8	
DUSP4	1	DUSP4	
DUSP5	1	DUSP5	
MAMDC4	1	MAMDC4	
CHST6	1	CHST6	
DUSP2	1	DUSP2	
CHST7	1	CHST7	
DUSP3	1	DUSP3	
CRPPA	1	CRPPA	
DUSP1	1	DUSP1	
IFT140	1	IFT140	
MAMDC2	1	MAMDC2	
MUC20P1	1	MUC20P1	
DUSP8	1	DUSP8	
DUSP9	1	DUSP9	
DUSP6	1	DUSP6	
DUSP7	1	DUSP7	
SDHAF2	1	SDHAF2	
SDHAF3	1	SDHAF3	
AGPS	1	AGPS	
DPYD	1	DPYD	
SDHAF1	1	SDHAF1	
CHST1	1	CHST1	
SDHAF4	1	SDHAF4	
CHST5	1	CHST5	
CHST2	1	CHST2	
CHST3	1	CHST3	
TP53I13	1	TP53I13	
SPESP1	1	SPESP1	
PABPC1P4	1	PABPC1P4	
PABPC1P3	1	PABPC1P3	
ABRACL	1	ABRACL	
FAM117B	1	FAM117B	
FAM117A	1	FAM117A	
PABPC1P1	1	PABPC1P1	
TP53I11	1	TP53I11	
JAM2	1	JAM2	
JAM3	1	JAM3	
ATAD1	1	ATAD1	
ATAD5	1	ATAD5	
ATAD2	1	ATAD2	
DCBLD1	1	DCBLD1	
DCBLD2	1	DCBLD2	
METTL21AP1	1	METTL21AP1	
RRM2P2	1	RRM2P2	
CCDC9	1	CCDC9	
CCDC8	1	CCDC8	
CCDC7	1	CCDC7	
CCDC6	1	CCDC6	
CCDC3	1	CCDC3	
AGRN	1	AGRN	
LGR6	1	LGR6	
LGR5	1	LGR5	
LGR4	1	LGR4	
GZF1	1	GZF1	
EFEMP2	1	EFEMP2	
CYSRT1	1	CYSRT1	
EFEMP1	1	EFEMP1	
AKR1C7P	1	AKR1C7P	
KMT5B	1	KMT5B	
KMT5A	1	KMT5A	
TYRO3P	1	TYRO3P	
PCYT2	1	PCYT2	
KMT5C	1	KMT5C	
FAM118A	1	FAM118A	
ATP11C	1	ATP11C	
ATP11B	1	ATP11B	
ATP11A	1	ATP11A	
FAM118B	1	FAM118B	
SRSF2	1	SRSF2	
SRSF3	1	SRSF3	
SRSF4	1	SRSF4	
PTPRCAP	1	PTPRCAP	
SRSF5	1	SRSF5	
SRSF6	1	SRSF6	
SRSF7	1	SRSF7	
SRSF8	1	SRSF8	
SRSF9	1	SRSF9	
KMT2E	1	KMT2E	
KMT2D	1	KMT2D	
KMT2A	1	KMT2A	
UQCRB	1	UQCRB	
KMT2C	1	KMT2C	
KMT2B	1	KMT2B	
UAP1	1	UAP1	
UQCRH	1	UQCRH	
ARL17B	1	ARL17B	
ARL17A	1	ARL17A	
KHDC1	1	KHDC1	
AP4S1	1	AP4S1	
KHDC4	1	KHDC4	
KDSR	1	KDSR	
BFSP1	1	BFSP1	
SH3BP5L	1	SH3BP5L	
UQCRQ	1	UQCRQ	
ADSS1	1	ADSSL1	
ADSS2	1	ADSS	
CLPTM1L	1	CLPTM1L	
PTEN	1	PTEN	
ETFA	1	ETFA	
ETFB	1	ETFB	
RESF1	1	RESF1	
AP4M1	1	AP4M1	
PTER	1	PTER	
NKX3-2	1	NKX3-2	
NKX3-1	1	NKX3-1	
VPS9D1	1	VPS9D1	
ETF1	1	ETF1	
SMCR8	1	SMCR8	
AGXT	1	AGXT	
ATP10D	1	ATP10D	
SRSF1	1	SRSF1	
ATP10A	1	ATP10A	
MTHFSD	1	MTHFSD	
ARL13B	1	ARL13B	
NNAT	1	NNAT	
E2F1	1	E2F1	
E2F2	1	E2F2	
E2F3	1	E2F3	
E2F4	1	E2F4	
E2F5	1	E2F5	
E2F6	1	E2F6	
E2F7	1	E2F7	
E2F8	1	E2F8	
SMIM10L1	1	SMIM10L1	
CNBP	1	CNBP	
STYK1	1	STYK1	
MAP1LC3B2	1	MAP1LC3B2	
GZMM	1	GZMM	
OCIAD1	1	OCIAD1	
KCP	1	KCP	
OCIAD2	1	OCIAD2	
ODAD1	1	CCDC114	
ODAD3	1	CCDC151	
ODAD2	1	ARMC4	
ODAD4	1	TTC25	
ICAM2	1	ICAM2	
ICAM3	1	ICAM3	
ICAM4	1	ICAM4	
ICAM5	1	ICAM5	
IKZF1	1	IKZF1	
IKZF2	1	IKZF2	
IKZF3	1	IKZF3	
IKZF4	1	IKZF4	
ICAM1	1	ICAM1	
IKZF5	1	IKZF5	
PLEKHM1P1	1	PLEKHM1P1	
ANPEP	1	ANPEP	
PI4KAP1	1	PI4KAP1	
PI4KAP2	1	PI4KAP2	
KDR	1	KDR	
ASDURF	1	ASDURF	
GAREM2	1	GAREM2	
GAREM1	1	GAREM1	
KEL	1	KEL	
ROPN1	1	ROPN1	
TMEM63A	1	TMEM63A	
TMEM63B	1	TMEM63B	
TMEM63C	1	TMEM63C	
MED12L	1	MED12L	
DECR2	1	DECR2	
DECR1	1	DECR1	
PTK6	1	PTK6	
CNFN	1	CNFN	
BRI3BP	1	BRI3BP	
PTK2	1	PTK2	
MED13L	1	MED13L	
NDUFAF8	1	NDUFAF8	
NDUFAF6	1	NDUFAF6	
ANKRD18CP	1	ANKRD18CP	
NDUFAF7	1	NDUFAF7	
PTK7	1	PTK7	
NDUFAF4	1	NDUFAF4	
SNHG32	1	SNHG32	
NDUFAF5	1	NDUFAF5	
NDUFAF2	1	NDUFAF2	
UBE2FP1	1	UBE2FP1	
NDUFAF3	1	NDUFAF3	
NDUFAF1	1	NDUFAF1	
MON1A	1	MON1A	
MON1B	1	MON1B	
SPAG16	1	SPAG16	
SPAG17	1	SPAG17	
AP4E1	1	AP4E1	
CCT4P2	1	CCT4P2	
SPATC1L	1	SPATC1L	
KHK	1	KHK	
PTMS	1	PTMS	
MT-ATP6	1	MT-ATP6	
PPP3CA	1	PPP3CA	
SYNCRIP	1	SYNCRIP	
PPP3CB	1	PPP3CB	
PPP3CC	1	PPP3CC	
SLC9A7P1	1	SLC9A7P1	
UIMC1	1	UIMC1	
PHGDH	1	PHGDH	
CTTNBP2NL	1	CTTNBP2NL	
KIN	1	KIN	
ANKFN1	1	ANKFN1	
ARHGEF9	1	ARHGEF9	
ANKRD18EP	1	ANKRD18EP	
KIT	1	KIT	
ARHGEF3	1	ARHGEF3	
ARHGEF4	1	ARHGEF4	
ARHGEF1	1	ARHGEF1	
ARHGEF2	1	ARHGEF2	
ARHGEF7	1	ARHGEF7	
KIZ	1	KIZ	
PTMA	1	PTMA	
ARHGEF5	1	ARHGEF5	
ARHGEF6	1	ARHGEF6	
AHCY	1	AHCY	
FBXW11P1	1	FBXW11P1	
COL6A4P1	1	COL6A4P1	
COL6A4P2	1	COL6A4P2	
PTPA	1	PTPA	
AHSA2P	1	AHSA2P	
FILIP1L	1	FILIP1L	
SPRYD3	1	SPRYD3	
SPRYD4	1	SPRYD4	
SPRYD7	1	SPRYD7	
KAZALD1	1	KAZALD1	
MT-ATP8	1	MT-ATP8	
RP1L1	1	RP1L1	
SGSM3	1	SGSM3	
NDUFAB1	1	NDUFAB1	
SGSM2	1	SGSM2	
NEK10	1	NEK10	
NEK11	1	NEK11	
PRDM8	1	PRDM8	
PRDM4	1	PRDM4	
PRDM6	1	PRDM6	
PRDM5	1	PRDM5	
PRDM2	1	PRDM2	
PRDM1	1	PRDM1	
CELSR1	1	CELSR1	
CELSR2	1	CELSR2	
ETS1	1	ETS1	
CELSR3	1	CELSR3	
ETS2	1	ETS2	
POTEKP	1	POTEKP	
GNPTAB	1	GNPTAB	
FAM3A	1	FAM3A	
FAM3C	1	FAM3C	
LINC00933	1	LINC00933	
MMGT1	1	MMGT1	
ACOT11	1	ACOT11	
ACOT12	1	ACOT12	
ACOT13	1	ACOT13	
ZNF322P1	1	ZNF322P1	
KMO	1	KMO	
CCNB1IP1	1	CCNB1IP1	
SLFN12	1	SLFN12	
SLFN13	1	SLFN13	
SLFN11	1	SLFN11	
NNMT	1	NNMT	
TSG101	1	TSG101	
NDUFB10	1	NDUFB10	
PLGRKT	1	PLGRKT	
UBA7	1	UBA7	
NDUFB11	1	NDUFB11	
UBA6	1	UBA6	
SLC41A2	1	SLC41A2	
UBA5	1	UBA5	
SLC41A3	1	SLC41A3	
SLC41A1	1	SLC41A1	
INAVA	1	INAVA	
CNN3	1	CNN3	
CNN2	1	CNN2	
CNN1	1	CNN1	
NPIPB14P	1	NPIPB14P	
TCAF2	1	TCAF2	
TCAF1	1	TCAF1	
SUGT1P1	1	SUGT1P1	
SUGT1P2	1	SUGT1P2	
SUGT1P3	1	SUGT1P3	
AP4B1	1	AP4B1	
AHI1	1	AHI1	
UVSSA	1	UVSSA	
UBA3	1	UBA3	
UBA2	1	UBA2	
UBA1	1	UBA1	
RNF103-CHMP3	1	RNF103-CHMP3	
PODXL2	1	PODXL2	
ZNF670-ZNF695	1	ZNF670-ZNF695	
LMNB2	1	LMNB2	
LTB4R	1	LTB4R	
LMNB1	1	LMNB1	
MKKS	1	MKKS	
ETV1	1	ETV1	
ETV2	1	ETV2	
ETV3	1	ETV3	
ETV4	1	ETV4	
ETV5	1	ETV5	
ETV6	1	ETV6	
ETV7	1	ETV7	
ACOX2	1	ACOX2	
ANOS2P	1	ANOS2P	
ACOX1	1	ACOX1	
IFIT1B	1	IFIT1B	
PTGES3L	1	PTGES3L	
ACOX3	1	ACOX3	
EEF1DP7	1	EEF1DP7	
PTX4	1	PTX4	
SFSWAP	1	SFSWAP	
RGS17P1	1	RGS17P1	
NT5C2	1	NT5C2	
FAM241B	1	FAM241B	
FAM241A	1	FAM241A	
BNIP1	1	BNIP1	
BNIP2	1	BNIP2	
PTK2B	1	PTK2B	
TRDMT1	1	TRDMT1	
NIPSNAP3B	1	NIPSNAP3B	
NIPSNAP3A	1	NIPSNAP3A	
URGCP	1	URGCP	
CTBP2P8	1	CTBP2P8	
CTBP2P7	1	CTBP2P7	
BNIP3	1	BNIP3	
SDHAP1	1	SDHAP1	
YY1AP1	1	YY1AP1	
SDHAP2	1	SDHAP2	
SDHAP3	1	SDHAP3	
ERCC3	1	ERCC3	
ERCC4	1	ERCC4	
COL7A1	1	COL7A1	
ERCC1	1	ERCC1	
ERCC2	1	ERCC2	
ERCC8	1	ERCC8	
ERCC5	1	ERCC5	
PTX3	1	PTX3	
ERCC6	1	ERCC6	
BNIPL	1	BNIPL	
PI4K2B	1	PI4K2B	
CNTF	1	CNTF	
EIF4HP1	1	EIF4HP1	
DQX1	1	DQX1	
MRGPRF	1	MRGPRF	
WDR86	1	WDR86	
WDR83	1	WDR83	
MRGPRE	1	MRGPRE	
WDR89	1	WDR89	
WDR88	1	WDR88	
CNST	1	CNST	
WDR93	1	WDR93	
WDR90	1	WDR90	
WDR91	1	WDR91	
LUC7L	1	LUC7L	
WDR74	1	WDR74	
WDR75	1	WDR75	
WDR73	1	WDR73	
HCFC2	1	HCFC2	
KNSTRN	1	KNSTRN	
WDR76	1	WDR76	
HCFC1	1	HCFC1	
WDR77	1	WDR77	
RPS13P2	1	RPS13P2	
WDR81	1	WDR81	
WDR82	1	WDR82	
PARD3	1	PARD3	
LINC00888	1	LINC00888	
PI4K2A	1	PI4K2A	
PRPS1P2	1	PRPS1P2	
WDR64	1	WDR64	
WDR61	1	WDR61	
BCL10	1	BCL10	
WDR62	1	WDR62	
BLOC1S4	1	BLOC1S4	
XKRX	1	XKRX	
BLOC1S5	1	BLOC1S5	
BLOC1S6	1	BLOC1S6	
FAM124B	1	FAM124B	
FAM124A	1	FAM124A	
WDR70	1	WDR70	
BLOC1S1	1	BLOC1S1	
BLOC1S2	1	BLOC1S2	
BLOC1S3	1	BLOC1S3	
HLA-DQA1	1	HLA-DQA1	
LHPP	1	LHPP	
NDFIP2	1	NDFIP2	
RPL23AP7	1	RPL23AP7	
NDFIP1	1	NDFIP1	
WDR59	1	WDR59	
EIF3EP1	1	EIF3EP1	
RPL23AP1	1	RPL23AP1	
WDR53	1	WDR53	
RPS26P8	1	RPS26P8	
RPL23AP4	1	RPL23AP4	
RPL23AP3	1	RPL23AP3	
WDR54	1	WDR54	
RPL23AP2	1	RPL23AP2	
WDR55	1	WDR55	
XKR8	1	XKR8	
XKR7	1	XKR7	
XKR9	1	XKR9	
ARL2BP	1	ARL2BP	
MKS1	1	MKS1	
WDR5B	1	WDR5B	
XKR4	1	XKR4	
XKR6	1	XKR6	
XKR5	1	XKR5	
FANK1	1	FANK1	
WDR49	1	WDR49	
RPL7P46	1	RPL7P46	
WDR47	1	WDR47	
WDR48	1	WDR48	
PHF20	1	PHF20	
PHF23	1	PHF23	
RPL7P49	1	RPL7P49	
WDR41	1	WDR41	
WDR45	1	WDR45	
WDR46	1	WDR46	
WDR43	1	WDR43	
WDR44	1	WDR44	
IFIH1	1	IFIH1	
UBL5	1	UBL5	
UBL3	1	UBL3	
